StartDate	EndDate	Status	IPAddress	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q162	Q1	Q2	Q2_1_TEXT	Q3	Q4	Q4_1_TEXT	Q5	Q6	Q7	Q7_7_TEXT	Q8	Q8_10_TEXT	6.2	6.3	6.4	Q48	Q50	Q52	Q54	Q54_7_TEXT	Q131	Q131_7_TEXT	Q56	6.5	6.6	Q58	Q131	Q62	Q64	Q64_7_TEXT	Q116	Q116_7_TEXT	Q66	6.7	6.8	Q68	Q70	Q72	Q74	Q74_7_TEXT	Q117	Q117_7_TEXT	Q76	6.9	6.1	Q78	Q80	Q82	Q84	Q84_7_TEXT	Q118	Q118_7_TEXT	Q86	6.11	6.12	Q88	Q90	Q92	Q94	Q94_7_TEXT	Q119	Q119_7_TEXT	Q96	6.13	6.14	Q98	Q100	Q102	Q104	Q104_7_TEXT	Q120	Q120_7_TEXT	Q106	6.15	6.16	Q108	Q110	Q112	Q114	Q114_7_TEXT	Q121	Q121_7_TEXT	Q116	6.17	6.18_1	Q133_1	Q133_2	Q118	Q120	Q122	Q122_7_TEXT	Q122	Q122_7_TEXT	Q124	6.19	Q126	Q128	Q130	Q132	Q132_7_TEXT	Q123	Q123_7_TEXT	Q134	6.2	6.21	Q136	Q138	Q140	Q142	Q142_7_TEXT	Q124	Q124_7_TEXT	Q144	6.22	6.23	6.24	Q146	Q148	Q150	Q152	Q152_7_TEXT	Q125	Q125_7_TEXT	Q154	6.25	6.26	Q155	Q156	Q157	Q158	Q158_7_TEXT	Q126	Q126_7_TEXT	Q159	6.27	6.28	Q160	Q161	Q162	Q163	Q163_7_TEXT	Q127	Q127_7_TEXT	Q164	6.29	6.3	Q165	Q166	Q167	Q168	Q168_7_TEXT	Q128	Q128_7_TEXT	Q169	6.31	6.32	Q170	Q171	Q172	Q173	Q173_7_TEXT	Q129	Q129_7_TEXT	Q174	6.33	6.34	Q175	Q176	Q177	Q178	Q178_7_TEXT	Q130	Q130_7_TEXT	Q179	Q2_1	Q2_2	Q2_3	Q2_4	Q2_5	Q2_6	Q2_7	Q2_8	Q3_1	Q3_2	Q3_3	Q3_4	Q3_5	Q3_6	Q3_7	Q3_8	Q6_1	Q6_2	Q6_3	Q6_4	Q6_5	Q7_1	Q7_2	Q7_3	Q7_4	Q7_5	Q7_6	Q7_7	Q7_8	Q8_1	Q8_2	Q8_3	Q8_4	Q8_5	Q8_6	Q8_7	Q8_8	Q21_1	Q21_2	Q21_3	Q21_4	Q21_5	Q21_6	Q21_7	Q21_8	Comments	MTurkCode	MID	Excluded	Enter Embedded Data Field Name Here...	SNI_Ex_Family_Roles	SNI_Ex_Family_Count	SNI_Ex_Work_Count	SNI_Ex_Group_Count	SNI_Ex_Family_Roles_Ex	SNI_Ex_Family_Count_Ex	SNI_Ex_Work_Count_Ex	SNI_Ex_Group_Count_Ex	SNI_Ex_Embed_Work	SNI_Ex_Embed_Work_Ex	SNI_Ex_Embed_Family	SNI_Ex_Embed_Family_Ex	SNI_Ex_Embed_Group	SNI_Ex_Embed_Group_Ex	SNI_Ex_Network_Diversity	SNI_Ex_People_Count	SNI_Ex_Embed_Networks	SNI_Ex_Network_Diversity_allComm	SNI_Ex_People_Count_allComm	SNI_Ex_Embed_Networks_allComm	SNI_Ex_Emotion_Support_R	SNI_Ex_Physical_Support_R	SNI_Ex_Info_Support_R	SNI_Ex_Appraisal_Support_R	SNI_Ex_Companion_Support_R	SNI_Ex_Emotion_Support_G	SNI_Ex_Physical_Support_G	SNI_Ex_Info_Support_G	SNI_Ex_Appraisal_Support_G	SNI_Ex_Companion_Support_G	SNI_Ex_Face2Face	SNI_Ex_Text	SNI_Ex_Phone_Voice	SNI_Ex_Email	SNI_Ex_Social_Media	SNI_Ex_Gaming	SNI_Ex_Touch	SNI_Ex_Child_Date	SNI_Ex_Parent_Date	SNI_Ex_In_Law_Date	SNI_Ex_Family_Date	SNI_Ex_Friend_Date	SNI_Ex_Church_Date	SNI_Ex_School_Date	SNI_Ex_Work_Date	SNI_Ex_Neighbor_Date	SNI_Ex_Volunteer_Date	SNI_Ex_Group1_Date	SNI_Ex_Group2_Date	SNI_Ex_Group3_Date	SNI_Ex_Group4_Date	SNI_Ex_Group5_Date	NIHTB_Emotional_Support	NIHTB_Friendship	NIHTB_Loneliness	NIHTB_Instrumental_Support	NIHTB_Perceived_Hostility	NIHTB_Perceived_Rejection
8/15/17 9:56	8/15/17 10:05	0	173.93.84.103	100	491	1	8/15/17 10:05	R_UcGhdZkzTEPITyF					34.14840698	-77.86199951	anonymous	EN	A1KQWBK5WHCNYQ	1	1	34	34	2		1	2	5		5		1	3	3	3	8/15/17	"1,3"	"2,3,6"		"2,3,4,5,6"		2	3	3	3	8/13/17	"1,3,5"	"2,4,6"		"2,4,6"		2	3	2	2	8/13/17	3	"2,6"		"2,6"		2	2	2	2	8/14/17	"3,5"	"2,4,5,6"		"2,4,5,6"		1	3	3	3	8/15/17	"1,2,5"	"2,4,6"		"2,4,6"		2	1	8	8	8/15/17	"1,2,5"	"2,6"		"2,6"		2	2										1	1	3	3	8/15/17	5	"4,5"		"4,5"		2	1	1								2										1																																																													5	5	5	5	5	5	5	5	3	3	3	4	2	3	5	3	1	1	1	1	1	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	"All of my work is done virtually so I do communicate with two other coworkers but it is all done online, which is the reasoning for my answer to that question. "	74057339	A1KQWBK5WHCNYQ	"A04548021K19SQXHSP0XC	, A1S6C6EN8MPKC3	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A3JTDNRJYVCGQD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, AX06ZUCRNSGB3	, AYF8B7WJO2YQU	,"		5	7	2	0	5	7	2	0	0	0	1	1	0	0	8	18	2	8	18	2	6	1	4	3	6	6	1	5	3	6	4	2	4	0	5	0	0	8/15/17	8/13/17	8/13/17	8/14/17	8/15/17	8/15/17		8/15/17								40	26	5	32	8	8
8/15/17 10:06	8/15/17 10:09	0	71.227.121.46	100	185	1	8/15/17 10:09	R_O83u3ZxmGCDwMTf					42.21960449	-83.604599	anonymous	EN	A36SM7QM8OK3H6	1	1	30	30	2		1	2	5		5		2	1										2	2	2	8/12/17	"2,3"	6		6		2											5	5	5	8/14/17	"1,2,3,5"	"4,6"		"2,4,6"		2	8	6	6	8/15/17	"1,2,3,5,6"	"2,4,6"		"2,4,6"		2	2										2										2											1	1								2										1																																																													5	5	5	5	5	5	5	5	4	5	5	5	4	5	5	5	1	1	1	2	2	4	5	5	5	5	5	4	5	2	2	2	1	2	2	2	2	1	1	1	1	1	1	1	1		50021730	A36SM7QM8OK3H6	"A04548021K19SQXHSP0XC	, A1S6C6EN8MPKC3	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A3JTDNRJYVCGQD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, AX06ZUCRNSGB3	, AYF8B7WJO2YQU	,"		2	5	0	0	2	5	0	0	0	0	0	0	0	0	3	10	1	3	10	1	1	0	2	0	3	2	0	2	0	3	2	3	3	0	2	1	0		8/12/17		8/14/17	8/15/17											40	38	7	38	15	8
8/15/17 9:59	8/15/17 10:13	0	104.32.37.92	100	806	1	8/15/17 10:13	R_ahHf3WKt1H8yf17					33.88720703	-118.3547974	anonymous	EN	A1Z0O5MC9DAE8C	1	1	26	31	2		1	2	2		5		1	1										3	1	1	7/19/17	2	4		4		3	3	3	3	8/14/17	"1,2"	"2,3,6"		"2,6"		2	2	1	1	7/2/17	8					2	4	1	2	8/14/17	2	"2,4,6"		"2,4,6"		1	2										2										2											1	1								2										2	Guild in MMORPG that I play	21	21	8/14/17	6	4		"2,4"		2																																																			4	5	5	4	5	5	5	5	2	3	4	4	3	2	3	4	2	1	1	1	1	4	5	5	5	5	5	5	4	2	2	2	1	2	1	1	1	2	1	1	2	1	2	1	1		32628649	A1Z0O5MC9DAE8C	"A04548021K19SQXHSP0XC	, A1S6C6EN8MPKC3	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A3JTDNRJYVCGQD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, AX06ZUCRNSGB3	, AYF8B7WJO2YQU	,"		2	3	0	20	2	3	0	20	0	0	0	0	1	1	3	23	1	4	24	1	2	1	3	0	2	3	0	3	0	2	1	3	0	0	0	1	0		7/19/17	8/14/17	7/2/17	8/14/17						8/14/17					38	25	6	38	12	11
8/15/17 12:04	8/15/17 12:09	0	73.30.66.108	100	305	1	8/15/17 12:09	R_1NbosJoFrocI6Z3					40.03259277	-75.71900177	anonymous	EN	A15JXW50UYKBGP	1	1	27	27	2		1	2	5		4		1	2	2	2	8/15/17	1	"2,3,6"		"2,3,6"		2	3	2	2	8/12/17	"1,2,3,4"	"2,4,5,6"		"2,4,5,6"		2	1										2	2	2	8/15/17	3	"2,4,5,6"		"2,4,5,7"		2	2	2	2	8/15/17	2	"2,4,5"		"2,4,5"		2	2										2										2											2	2	8/9/17	1	4		4		3	2										2	Dance Class 	3	3	8/7/17	"1,5"	4		4		2																																																			5	5	5	5	5	5	5	5	4	5	4	5	2	5	5	5	1	1	1	1	1	5	5	5	5	5	5	5	5	2	2	1	1	2	1	2	2	1	2	1	1	1	1	1	1		9894157	A15JXW50UYKBGP	"A04548021K19SQXHSP0XC	, A150GMV1YQWWB3	, A1GXFMAC759VRM	, A1KQWBK5WHCNYQ	, A1S6C6EN8MPKC3	, A1SDNGUVPDDQ57	, A1Z0O5MC9DAE8C	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2AMI7BVALOCJP	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A36SM7QM8OK3H6	, A38DXFI1TZA295	, A3GDTSFHVBUJHD	, A3JTDNRJYVCGQD	, A3KC26Z78FBOJT	, A3L2UB07EZJAMD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, A5EU1AQJNC7F2	, A75XDPFNICR3T	, AB1X97ASE626Q	, ABO9F0JD9NN54	, AX06ZUCRNSGB3	, AXJ1PE87PD0KK	, AYF8B7WJO2YQU	,"		4	4	0	2	4	4	0	2	0	0	1	1	0	0	7	8	1	7	8	1	4	1	5	3	3	4	1	5	3	2	4	2	2	1	1	0	0	8/15/17	8/12/17		8/15/17	8/15/17				8/9/17		8/7/17					40	35	5	40	13	9
8/15/17 12:04	8/15/17 12:21	0	50.109.92.9	100	1006	1	8/15/17 12:21	R_3QDH31QE5wGUJ9A					40.47340393	-88.99150085	anonymous	EN	A9HQ3E0F2AGVO	1	1	29	29	2		1	2	5		5		1	3	3	3	8/15/17	"1,3,7"	"2,3,4,5,6"		"2,3,4,5,6"		2	3	2	2	8/15/17	"1,2,3,4,5,7"	"2,3,4,5,6"		"2,3,4,5,6"		3	3	1	1	6/17/17	8					3	1										3	3	3	8/14/17	"1,2,5"	"2,3,4,5"		"2,3,4,5,6"		2	2										2										1	3	3	3	8/15/17	"1,2,3,4,5,7"	"2,3,4"		"2,3,4"		2	4	4	8/13/17	1	"3,4"		"3,4"		2	2										4	breastfeeding support group	11	11	8/14/17	5	"2,4"		"2,4"		2	lularoe	6	6	8/15/17	"2,5"	"2,3,4,5,6"		"2,3,4,5,6"		3	homeschooling support group	2	2	8/12/17	"4,5"	"2,3,4"		"2,3,4"		1																															3	4	4	4	3	3	4	4	2	2	2	3	4	3	2	2	3	2	4	1	1	4	4	4	4	4	4	4	4	3	2	4	2	2	2	2	2	2	3	3	3	3	2	3	2		225045	A9HQ3E0F2AGVO	"A04548021K19SQXHSP0XC	, A150GMV1YQWWB3	, A1GXFMAC759VRM	, A1KQWBK5WHCNYQ	, A1S6C6EN8MPKC3	, A1SDNGUVPDDQ57	, A1Z0O5MC9DAE8C	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2AMI7BVALOCJP	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A36SM7QM8OK3H6	, A38DXFI1TZA295	, A3GDTSFHVBUJHD	, A3JTDNRJYVCGQD	, A3KC26Z78FBOJT	, A3L2UB07EZJAMD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, A5EU1AQJNC7F2	, A75XDPFNICR3T	, AB1X97ASE626Q	, ABO9F0JD9NN54	, AX06ZUCRNSGB3	, AXJ1PE87PD0KK	, AYF8B7WJO2YQU	,"		3	4	2	16	3	4	2	16	0	0	1	1	1	1	7	27	2	7	27	2	7	7	8	5	3	7	7	8	4	4	5	4	3	3	6	0	3	8/15/17	8/15/17	6/17/17		8/14/17			8/15/17	8/13/17		8/14/17	8/15/17	8/12/17			29	20	11	32	19	21
8/15/17 12:29	8/15/17 12:36	0	68.49.97.229	100	428	1	8/15/17 12:36	R_3Mleag3ARcG0ICs					42.28559875	-83.4858017	anonymous	EN	A36E1O48KQ6OP0	1	1	31	31	1	depression	1	2	4		3		1	2	2	2	8/15/17	1	"2,3,6"		"2,3,4,6"		2	3	3	3	8/13/17	"2,3"	6		"3,4"		2	3	1	1	7/4/17	1	6		6		3	2	2	2	8/5/17	"1,3"	6		6		2	2	1	2	8/4/17	5	2		2		3	2										2										1	1	8	8	8/15/17	"1,4"	"3,4"		"3,4,6"		2	1	1								2										1																																																													3	4	5	5	4	4	5	5	3	3	4	4	2	3	2	3	2	3	2	1	1	3	4	4	5	5	5	5	4	3	3	3	2	3	3	1	2	2	3	1	1	1	1	1	2		95923348	A36E1O48KQ6OP0	"A04548021K19SQXHSP0XC	, A150GMV1YQWWB3	, A1GXFMAC759VRM	, A1KQWBK5WHCNYQ	, A1S6C6EN8MPKC3	, A1SDNGUVPDDQ57	, A1Z0O5MC9DAE8C	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2AMI7BVALOCJP	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A36SM7QM8OK3H6	, A38DXFI1TZA295	, A3GDTSFHVBUJHD	, A3JTDNRJYVCGQD	, A3KC26Z78FBOJT	, A3L2UB07EZJAMD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, A5EU1AQJNC7F2	, A75XDPFNICR3T	, AB1X97ASE626Q	, ABO9F0JD9NN54	, AX06ZUCRNSGB3	, AXJ1PE87PD0KK	, AYF8B7WJO2YQU	,"		4	5	7	0	4	5	7	0	1	1	1	1	0	0	5	12	2	6	13	2	2	2	1	0	4	2	3	3	0	4	4	1	2	1	1	0	0	8/15/17	8/13/17	7/4/17	8/5/17	8/4/17			8/15/17								35	24	9	35	20	12
8/15/17 12:37	8/15/17 12:45	0	24.167.164.138	100	459	1	8/15/17 12:45	R_2aDMcLu0LX91VL0					36.00740051	-79.87319946	anonymous	EN	A19WXS1CLVLEEX	1	1	63	63	2		2	2	5		4		4	1										1																				4	2	4	8/15/17	"1,3,4,5"	"4,6"		"4,6"		2	2	2	2	8/14/17	"1,2,5"	"4,6"		"4,6"		2	1	1	1	N/A	8					2	2										2											2	2	8/11/17	1	4		4		2	2										1																																																													4	5	5	5	5	4	5	5	3	3	4	4	2	3	4	3	1	1	1	1	1	4	4	4	4	4	4	4	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		60422531	A19WXS1CLVLEEX	"A04548021K19SQXHSP0XC	, A150GMV1YQWWB3	, A1GXFMAC759VRM	, A1KQWBK5WHCNYQ	, A1S6C6EN8MPKC3	, A1SDNGUVPDDQ57	, A1Z0O5MC9DAE8C	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2AMI7BVALOCJP	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A36SM7QM8OK3H6	, A38DXFI1TZA295	, A3GDTSFHVBUJHD	, A3JTDNRJYVCGQD	, A3KC26Z78FBOJT	, A3L2UB07EZJAMD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, A5EU1AQJNC7F2	, A75XDPFNICR3T	, AB1X97ASE626Q	, ABO9F0JD9NN54	, AX06ZUCRNSGB3	, AXJ1PE87PD0KK	, AYF8B7WJO2YQU	,"		1	1	0	0	1	3	0	0	0	0	0	0	0	0	3	3	0	3	5	0	0	0	3	0	2	0	0	3	0	2	3	1	1	1	2	0	0				8/15/17	8/14/17	N/A			8/11/17							38	26	5	31	8	8
8/15/17 13:21	8/15/17 13:26	0	98.214.237.154	100	321	1	8/15/17 13:26	R_tSdjdZlbodKeDTj					39.91549683	-88.89179993	anonymous	EN	AVXEDARJC5HLU	1	1	42	42	2		2	2	5		2		2	1										2	2	2	8/15/17	1	"2,4"		"2,3,4"		2											1										1										2										2										1	1	1	1	8/15/01	8					2	1	1								2										1																																																													1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	3	2	3	3	3	3	3	3	3	3	1	1	3	3	2	1	1	3	1	3	1	1	1	1	1		44317681	AVXEDARJC5HLU	"A04548021K19SQXHSP0XC	, A150GMV1YQWWB3	, A1GXFMAC759VRM	, A1KQWBK5WHCNYQ	, A1S6C6EN8MPKC3	, A1SDNGUVPDDQ57	, A1Z0O5MC9DAE8C	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2AMI7BVALOCJP	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A36SM7QM8OK3H6	, A38DXFI1TZA295	, A3GDTSFHVBUJHD	, A3JTDNRJYVCGQD	, A3KC26Z78FBOJT	, A3L2UB07EZJAMD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, A5EU1AQJNC7F2	, A75XDPFNICR3T	, AB1X97ASE626Q	, ABO9F0JD9NN54	, AX06ZUCRNSGB3	, AXJ1PE87PD0KK	, AYF8B7WJO2YQU	,"		1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0		8/15/17						8/15/01								8	8	23	23	15	12
8/15/17 13:31	8/15/17 13:36	0	162.200.128.164	100	305	1	8/15/17 13:36	R_1q4LgQblPQ94rjG					39.53269958	-84.2901001	anonymous	EN	A1VC85P4XYKS4D	1	1	41	41	2		1	2	5		5		1	5	8	8	8/15/17	1	"3,6"		"2,3,4,5,6"		2	2	1	2	8/9/17	3	6		4		2	3	1	1	7/11/17	4	4		5		2	2	2	2	8/8/17	2	4		4		2	3	3	3	8/13/17	1	"2,3,4,5"		"3,5,6"		1	1	3	3	8/13/17	1	"4,6"		"4,6"		2	2										1	3	2	2	8/15/17	1	7	work related issues	7	just work related issues	2	1	1								2										1																																																													4	3	5	3	3	3	2	4	3	2	4	3	2	3	4	3	4	3	3	2	1	5	4	3	4	4	4	1	1	3	2	5	4	5	5	5	3	3	2	4	3	3	2	4	3	thanks	39527326	A1VC85P4XYKS4D	"A04548021K19SQXHSP0XC	, A150GMV1YQWWB3	, A1GXFMAC759VRM	, A1KQWBK5WHCNYQ	, A1S6C6EN8MPKC3	, A1SDNGUVPDDQ57	, A1Z0O5MC9DAE8C	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2AMI7BVALOCJP	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A36SM7QM8OK3H6	, A38DXFI1TZA295	, A3GDTSFHVBUJHD	, A3JTDNRJYVCGQD	, A3KC26Z78FBOJT	, A3L2UB07EZJAMD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, A5EU1AQJNC7F2	, A75XDPFNICR3T	, AB1X97ASE626Q	, ABO9F0JD9NN54	, AX06ZUCRNSGB3	, AXJ1PE87PD0KK	, AYF8B7WJO2YQU	,"		3	9	1	0	4	10	1	0	0	0	1	1	0	0	6	14	1	7	15	1	1	2	4	2	3	1	2	4	3	3	4	1	1	1	0	0	0	8/15/17	8/9/17	7/11/17	8/8/17	8/13/17	8/13/17		8/15/17								27	24	13	26	32	24
8/15/17 14:10	8/15/17 14:10	0	47.220.137.125	100	15	1	8/15/17 14:10	R_ysUfH3fyLX9xZa9					30.32170105	-95.52420044	anonymous	EN	ABO9F0JD9NN54																																																																																																																																																																																																																													64877019	ABO9F0JD9NN54	"A04548021K19SQXHSP0XC	, A150GMV1YQWWB3	, A1GXFMAC759VRM	, A1KQWBK5WHCNYQ	, A1S6C6EN8MPKC3	, A1SDNGUVPDDQ57	, A1Z0O5MC9DAE8C	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2AMI7BVALOCJP	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A36SM7QM8OK3H6	, A38DXFI1TZA295	, A3GDTSFHVBUJHD	, A3JTDNRJYVCGQD	, A3KC26Z78FBOJT	, A3L2UB07EZJAMD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, A5EU1AQJNC7F2	, A75XDPFNICR3T	, AB1X97ASE626Q	, ABO9F0JD9NN54	, AX06ZUCRNSGB3	, AXJ1PE87PD0KK	, AYF8B7WJO2YQU	,"																																																											
8/15/17 14:31	8/15/17 14:40	0	69.85.230.210	100	551	1	8/15/17 14:40	R_3LjMLVD4E6FW4wZ					30.60609436	-87.85800171	anonymous	EN	A2VM5D9YRFCM9W	1	1	50	50	2		2	2	6		3		2	1										2	2	2	8/14/17	"1,3,4"	3		6		2											1										1										2										2										2											3	3	8/13/17	1	6		6		2	2										1																																																													1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	3	5	4	3	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	2	3	4	2	4	4	4	4	3	This made me think about how bad off I am. Very distressing. Thank for the work though.	70037069	A2VM5D9YRFCM9W	"A04548021K19SQXHSP0XC	, A150GMV1YQWWB3	, A1GXFMAC759VRM	, A1KQWBK5WHCNYQ	, A1S6C6EN8MPKC3	, A1SDNGUVPDDQ57	, A1Z0O5MC9DAE8C	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2AMI7BVALOCJP	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A36SM7QM8OK3H6	, A38DXFI1TZA295	, A3GDTSFHVBUJHD	, A3JTDNRJYVCGQD	, A3KC26Z78FBOJT	, A3L2UB07EZJAMD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, A5EU1AQJNC7F2	, A75XDPFNICR3T	, AB1X97ASE626Q	, ABO9F0JD9NN54	, AX06ZUCRNSGB3	, AXJ1PE87PD0KK	, AYF8B7WJO2YQU	,"		1	1	0	0	1	1	0	0	0	0	0	0	0	0	2	3	0	2	3	0	0	1	0	0	1	0	0	0	0	2	2	0	1	1	0	0	0		8/14/17							8/13/17							8	8	20	8	23	28
8/15/17 14:32	8/15/17 14:42	0	73.126.19.239	100	612	1	8/15/17 14:42	R_3R9J8p3ImUKzgAw					42.75050354	-71.00930023	anonymous	EN		1	1	27	27	2		2	2	5		5		2	1										3	2	2	8/14/17	"1,2,3"	"4,5,6"		"2,4,5,6"		2											4	4	4	8/13/17	"1,2,3"	"2,4,6"		"2,4,6"		2	5	3	3	8/11/17	"2,3,5,6"	"4,5,6"		"2,4,5,6"		2	2										2										1	1	8	8	8/15/17	"1,3,4"	"3,4,6"		"3,4,6"		2	1	1								2										1																																																													3	4	3	4	4	3	3	3	3	3	3	4	2	3	3	4	3	2	2	3	2	3	4	4	4	4	3	3	4	3	2	3	2	3	3	3	2	3	3	2	3	3	3	2	2	"No comments, thanks."	48062653	A149ROBL26JWPJ	"A04548021K19SQXHSP0XC	, A150GMV1YQWWB3	, A1GXFMAC759VRM	, A1KQWBK5WHCNYQ	, A1S6C6EN8MPKC3	, A1SDNGUVPDDQ57	, A1Z0O5MC9DAE8C	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2AMI7BVALOCJP	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A36SM7QM8OK3H6	, A38DXFI1TZA295	, A3GDTSFHVBUJHD	, A3JTDNRJYVCGQD	, A3KC26Z78FBOJT	, A3L2UB07EZJAMD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, A5EU1AQJNC7F2	, A75XDPFNICR3T	, AB1X97ASE626Q	, ABO9F0JD9NN54	, AX06ZUCRNSGB3	, AXJ1PE87PD0KK	, AYF8B7WJO2YQU	,"		2	4	7	0	2	4	7	0	1	1	0	0	0	0	4	13	1	4	13	1	1	1	4	2	4	3	1	4	2	4	3	3	4	1	1	1	0		8/14/17		8/13/17	8/11/17			8/15/17								27	25	12	29	21	21
8/15/17 15:19	8/15/17 15:32	0	98.113.174.246	100	764	1	8/15/17 15:32	R_2cirLmuxOqQRytU					40.62519836	-73.9457016	anonymous	EN	AAASQIW3J32OL	1	1	57	57	2		1	2	5		5		1	1										2	2	2	8/15/17	3	"2,4,6"		"2,4,6"		2	2	1	1	7/22/17	1	6		6		2	6	3	3	8/13/17	"1,2,3,4,5"	"3,4,6"		"3,4,6"		2	8	4	8	8/13/17	"1,2,3,4,5"	"4,6"		"2,4,6"		2	2										2										1	3	8	8	8/15/17	"1,2,3,4,5"	"4,6,7"	worked together	"3,4,6,7"	worked together	2	3	3	8/12/17	1	"3,6"		"3,4,6"		2	2										1																																																													5	5	5	5	5	5	5	5	3	4	5	4	3	4	4	3	1	1	1	1	1	5	4	5	5	5	5	3	5	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1		49970099	AAASQIW3J32OL	"A04548021K19SQXHSP0XC	, A150GMV1YQWWB3	, A1GXFMAC759VRM	, A1KQWBK5WHCNYQ	, A1S6C6EN8MPKC3	, A1SDNGUVPDDQ57	, A1Z0O5MC9DAE8C	, A2196WCNDZULFS	, A26RO8GGTQAXGG	, A2AMI7BVALOCJP	, A2ERLVVT1F5UC3	, A2OTDMCV8CZWML	, A2YQBBAK7NBZHU	, A2Z70GL7HTFFQR	, A351P2O6QGTCS	, A36SM7QM8OK3H6	, A38DXFI1TZA295	, A3GDTSFHVBUJHD	, A3JTDNRJYVCGQD	, A3KC26Z78FBOJT	, A3L2UB07EZJAMD	, A3OW5EFQ5QFD19	, A49HPQ9P5AHU4	, A5EU1AQJNC7F2	, A75XDPFNICR3T	, AB1X97ASE626Q	, ABO9F0JD9NN54	, AX06ZUCRNSGB3	, AXJ1PE87PD0KK	, AYF8B7WJO2YQU	,"		3	4	7	0	3	4	7	0	1	1	1	1	0	0	6	16	2	6	20	3	1	2	4	0	6	2	3	5	0	6	5	3	4	3	3	0	0		8/15/17	7/22/17	8/13/17	8/13/17			8/15/17	8/12/17							40	30	5	37	10	8
